IDREFPELANGGAN,ID_UNIT_USAHA,FSTREAMID,FDAYOFWEEK,FHOUR,AVG_FDVC
03103185,031,1,2,0,761.31
02200334,022,1,2,6,11.42
0120303085,012,1,3,15,19.0
02100371,021,1,2,19,298.0
03119653,031,1,2,15,5.21
01612559,016,1,2,17,84.2
013517248,013,1,2,14,75.0
0150020606,015,1,3,0,16.22
019520115,019,1,3,4,2432.94
014529533,014,1,2,18,59.88
0110025136,011,1,2,12,60.0
02100020,021,1,3,0,1129.21
0140019617,014,1,2,22,375.45
023774389,023,1,3,2,66.39
012761581,012,1,2,18,412.64
015561905,015,1,3,12,210.35
012516810,012,1,2,14,79.34
0130009450,013,1,3,14,752.0
0110024334,011,1,3,7,512.0
0110025725,011,1,2,10,76.0
012667957,012,1,2,23,55.91
0123031383,012,1,3,8,59.23
0110003628,011,1,3,12,57.0
01203030584,012,1,3,23,498.17
013560937,013,1,2,3,47.66
0120012205,012,1,3,22,419.23
022514868,022,1,3,21,146.69
013526290,013,1,3,21,54.34
012667957,012,1,2,0,33.44
023522275,023,1,3,7,120.73
014547258,014,1,3,9,793.51
0110019376,011,1,2,3,116.0
0120303022,012,1,2,1,35.89
0123031421,012,1,3,7,143.68
02200337,022,1,3,13,139.8
01903030112,019,1,3,10,39.39
013517238,013,1,2,6,66.66
0110015456,011,1,3,10,142.0
02200312,022,1,3,1,749.66
012525136,012,1,3,2,7.9
0123031403,012,1,3,16,47.73
03112382,031,1,3,4,121.29
0110025411,011,1,3,14,1305.54
011669252,011,1,3,15,315.32
01604305,016,1,3,7,96.21
014564189,014,1,3,1,56.32
012525402,012,1,3,20,281.74
023519071,023,1,2,1,1.84
02100273,021,1,3,12,29.54
021559369,021,1,3,12,104.0
02100352,021,1,3,18,133.57
02200301,022,1,2,17,299.46
02300112,023,1,2,6,3135.54
0140019614,014,1,3,15,311.0
0120018571,012,1,3,5,128.16
015557559,015,1,3,2,25.36
0120007840,012,1,3,10,125.74
02200222,022,1,3,15,123.46
012514616,012,1,3,12,400.25
0150005397,015,1,3,13,1908.67
0120303039,012,1,2,18,795.0
0150019631,015,1,2,21,219.77
0110026201,011,1,3,4,38.0
01612491,016,1,2,4,38.87
0150014042,015,1,2,19,760.21
019547737,019,1,2,8,10.96
0110025678,011,1,2,16,16.12
012513668,012,1,2,2,36.85
022586138,022,1,2,23,19.15
031757736,031,1,2,6,32.92
0150019840,015,1,2,7,173.67
022522778,022,1,2,8,55.12
02200331,022,1,2,22,107.27
013522083,013,1,2,8,110.64
0130025101,013,1,3,21,196.88
021692883,021,1,2,4,117.56
02100316,021,1,3,17,0.19
0110025319,011,1,2,5,82.44
022565880,022,1,2,5,451.69
0140019640,014,1,2,4,547.55
02300244,023,1,3,5,410.68
0140013351,014,1,3,20,2112.07
0120303030,012,1,2,19,44.98
012514861,012,1,2,16,50.15
013521645,013,1,2,21,15.45
013570484,013,1,2,23,9.95
02100335,021,1,2,22,132.0
0120014800,012,1,2,10,109.85
0120303054,012,1,2,14,57.52
015710341,015,1,2,0,591.27
021586156,021,1,2,15,84.71
03119653,031,1,3,5,8.49
02200322,022,1,2,1,1784.9
02200349,022,1,3,15,66.31
014560508,014,1,3,14,564.4
02100089,021,1,3,18,133.56
015518304,015,1,3,21,239.22
017514232,017,1,3,12,15.99
014521683,014,1,2,11,207.19
0140019662,014,1,3,7,45.0
02100038,021,1,2,17,2182.77
0130252587,013,1,2,13,233.45
0140019617,014,1,3,12,366.07
03112470,031,1,2,18,214.76
011520005,011,1,2,4,74.67
0193030585,019,1,2,22,263.41
014517186,014,1,2,11,7181.84
0150019850,015,1,2,5,812.24
012546615,012,1,3,11,82.41
012514856,012,1,3,0,202.59
0130018556,013,1,2,13,157.0
015518325,015,1,2,14,212.91
013518517,013,1,3,2,25.92
0130252592,013,1,3,21,75.0
03119701,031,1,2,9,46.42
02100341,021,1,3,16,10.51
03123178,031,1,3,23,50.71
01203030132,012,1,3,8,112.67
022667054,022,1,3,17,708.03
0120013221,012,1,3,11,671.85
0120303097,012,1,3,13,467.65
022560870,022,1,2,22,155.86
022517254,022,1,3,5,147.24
0140019589,014,1,2,14,241.67
03120383,031,1,2,10,8.51
0110025839,011,1,3,16,84.46
013516822,013,1,2,15,14.06
0110010240,011,1,2,14,98.0
011002808,011,1,3,9,1240.13
01203030108,012,1,3,5,167.34
021570691,021,1,3,14,6.5
0130015137,013,1,2,14,1600.0
0120303099,012,1,2,8,594.86
02300327,023,1,2,10,342.32
02100022,021,1,2,7,38.61
02200340,022,1,2,5,29.02
014612998,014,1,3,10,212.47
02100196,021,1,3,1,452.94
022516763,022,1,3,15,193.87
014557590,014,1,2,11,777.03
0150000017,015,1,2,17,16.63
02200358,022,1,2,8,24.92
015589490,015,1,3,13,65.41
0110024981,011,1,2,18,471.058
0120015377,012,1,3,14,118.12
0130011197,013,1,3,3,284.0
012586152,012,1,2,21,82.63
033560072,033,1,3,8,110.06
02200347,022,1,3,9,76.43
0140014666,014,1,2,11,2562.37
021519271,021,1,2,23,15.0
014522159,014,1,3,6,1616.03
0150020218,015,1,2,18,19.0
01701475,017,1,2,3,156.1
017514232,017,1,3,15,13.83
031757734,031,1,3,17,154.702
02100315,021,1,3,7,72.46
013708656,013,1,2,7,130.0
0140019646,014,1,2,9,352.36
014618719,014,1,3,3,69.96
0110008307,011,1,3,9,78.0
0120303072,012,1,3,2,87.57
02300287,023,1,2,19,824.99
016513744,016,1,2,7,842.67
0110025678,011,1,3,0,62.35
014520306,014,1,3,2,125.96
012526424,012,1,2,19,44.77
015514274,015,1,2,10,171.0
034740459,034,1,2,9,217.39
022516674,022,1,2,20,260.0
0140019670,014,1,2,20,210.74
0110007382,011,1,3,5,59.03
0110025451,011,1,2,22,119.27
022667059,022,1,3,0,83.85
012749964,012,1,3,23,48.78
021667116,021,1,2,4,2056.84
011560933,011,1,3,11,9.99
0120303030,012,1,2,16,43.54
02200267,022,1,2,16,3497.55
015549101,015,1,3,14,323.99
0110003601,011,1,3,14,828.0
02200076,022,1,3,2,5.93
015520995,015,1,3,11,26.92
02300244,023,1,3,2,524.83
011673753,011,1,2,14,116.92
022586138,022,1,2,20,18.16
02200327,022,1,2,3,348.76
0120008025,012,1,3,21,7.9
0130252692,013,1,2,8,96.64
0120012205,012,1,3,8,422.01
02100069,021,1,2,15,280.39
013560937,013,1,2,17,9.84
02100312,021,1,2,11,725.83
02200354,022,1,3,17,120.04
011694438,011,1,3,15,194.47
012586148,012,1,2,18,151.88
02300288,023,1,2,10,1012.22
0150000012,015,1,2,0,130.0
0150020602,015,1,3,19,327.73
022547735,022,1,2,18,82.55
0130013352,013,1,3,3,2288.05
0110019589,011,1,3,22,147.11
0110003621,011,1,2,4,14.1
02200072,022,1,2,7,105.01
0190303027,019,1,2,8,3823.47
0110007234,011,1,2,10,129.0
0130252688,013,1,2,10,87.0
02300328,023,1,2,13,204.91
02300331,023,1,3,22,1096.33
012517219,012,1,3,5,565.35
021618718,021,1,2,7,5.82
0110003602,011,1,3,5,613.0
02100162,021,1,3,21,16.39
012557943,012,1,3,12,13.95
0120003618,012,1,3,19,136.92
0150004034,015,1,3,19,32.65
0120009827,012,1,3,12,40.19
015589489,015,1,3,17,65.26
0130018595,013,1,2,3,188.0
023536115,023,1,2,18,26.08
02300341,023,1,3,1,335.13
015579291,015,1,2,12,153.75
02200313,022,1,3,18,38.98
0150019635,015,1,3,19,870.18
013560936,013,1,2,20,7.16
013561620,013,1,3,4,153.89
022667061,022,1,3,23,1.99
0140019664,014,1,3,14,37.0
0140019657,014,1,2,7,261.0
012514219,012,1,2,11,180.27
021667117,021,1,2,10,2063.83
0123031394,012,1,2,16,65.24
014519070,014,1,3,23,102.72
0110015138,011,1,3,16,8.0
0140019635,014,1,3,17,250.0
0130024663,013,1,3,13,190.0
023666124,023,1,3,19,36.86
01203030116,012,1,2,8,147.48
0120303077,012,1,3,17,132.86
02200387,022,1,2,10,96.1
022514863,022,1,3,16,28.88
0120016599,012,1,2,5,125.17
019564357,019,1,2,18,414.86
0130009779,013,1,2,21,310.25
014564190,014,1,2,10,60.93
013561721,013,1,2,22,522.73
0120303045,012,1,2,10,64.44
01203030142,012,1,2,23,64.39
02100346,021,1,3,18,354.0
02100269,021,1,3,20,741.42
0190303067,019,1,2,19,12372.71
0130015365,013,1,3,6,304.03
03114049,031,1,2,8,11.65
023515036,023,1,3,22,115.32
0120016424,012,1,2,0,3842.58
0150019180,015,1,2,5,162.65
0150017672,015,1,2,8,23.0
0150019491,015,1,3,17,140.66
02200008,022,1,3,15,171.17
014564188,014,1,3,9,9436.81
0150020597,015,1,2,2,20.0
0150007067,015,1,3,17,592.05
012514618,012,1,3,20,87.38
02200305,022,1,3,2,1130.5
014517187,014,1,2,8,563.78
03300009,033,1,2,0,3214.05
03300009,033,1,2,23,4810.14
0120303055,012,1,3,7,154.53
02100300,021,1,2,5,157.69
022522265,022,1,3,15,35.73
02100021,021,1,3,9,62.66
02100336,021,1,3,14,75.94
02100289,021,1,3,11,28.86
01203030106,012,1,2,4,214.03
0110009875,011,1,3,10,52.03
02100080,021,1,3,13,241.1
012516375,012,1,3,13,60.44
0110025867,011,1,2,5,81.73
012667952,012,1,3,19,238.65
013586163,013,1,3,13,50.62
023666123,023,1,2,10,125.81
0110008076,011,1,3,11,16.0
021667123,021,1,3,22,5426.55
01203030103,012,1,3,10,223.24
0150019838,015,1,2,1,12.43
0150019845,015,1,2,12,84.19
0150020601,015,1,2,7,43.56
022519143,022,1,2,22,32.91
0150000007,015,1,2,7,98.0
0120303031,012,1,2,22,202.45
012303006,012,1,3,0,26.85
0140019650,014,1,2,18,58.63
012530300,012,1,2,7,43.15
01203030142,012,1,2,0,41.59
0150003040,015,1,2,18,570.0
021667617,021,1,2,15,39.84
014571124,014,1,2,6,17.51
0140019666,014,1,3,22,215.83
02200068,022,1,3,10,648.25
02100039,021,1,2,14,96.92
023516505,023,1,3,2,49.6
02100127,021,1,2,22,7733.04
0120018542,012,1,2,11,339.89
0120303056,012,1,3,12,62.53
022710306,022,1,3,3,242.83
022521621,022,1,3,20,0.62
022546951,022,1,3,16,64.39
0123031407,012,1,2,10,25.62
033557589,033,1,2,17,76.53
014513876,014,1,2,1,139.831
03119621,031,1,2,18,309.19
02200264,022,1,2,10,58.71
014516976,014,1,3,16,23.91
0120011105,012,1,2,8,58.88
02200107,022,1,2,6,13.76
0140015773,014,1,3,6,575.29
0140019668,014,1,3,4,13.18
02100335,021,1,3,23,137.0
0130252583,013,1,2,23,137.0
01604842,016,1,2,12,159.6
0120303049,012,1,3,6,636.89
012691370,012,1,2,15,85.73
0120015504,012,1,3,0,330.1
02200340,022,1,3,6,33.26
022536734,022,1,3,13,67.71
014535819,014,1,3,11,18.27
0140019621,014,1,3,19,1513.0
02100023,021,1,2,13,163.06
019523615,019,1,2,3,74.74
031713827,031,1,2,23,355.0
033562839,033,1,2,19,29.94
0120003618,012,1,2,23,131.02
01612491,016,1,3,22,48.37
02100088,021,1,3,1,294.13
0130024663,013,1,3,4,77.0
033575470,033,1,2,5,24.77
014565614,014,1,3,22,22.5
0110024790,011,1,3,14,15.0
022519143,022,1,2,13,91.24
015518325,015,1,3,12,225.09
0150000004,015,1,2,12,376.27
0110007234,011,1,2,7,17.0
02200356,022,1,2,6,46.16
0150006232,015,1,2,12,565.51
0150019633,015,1,2,12,2086.55
0130011196,013,1,2,16,47.0
0150010729,015,1,3,21,137.69
013586167,013,1,2,20,114.06
03300026,033,1,2,2,675.68
012518326,012,1,3,15,23.16
0150019635,015,1,2,3,141.05
0110026802,011,1,2,15,355.66
0110007838,011,1,2,7,120.0
02200257,022,1,3,17,499.67
0110015138,011,1,2,6,40.0
021577997,021,1,3,21,24.7
02200177,022,1,2,4,760.91
022519144,022,1,3,20,256.21
011517261,011,1,2,18,70.78
0140019651,014,1,3,18,39.16
0130252579,013,1,2,17,830.0
014713304,014,1,2,10,392.24
0140019660,014,1,2,3,113.57
0140019588,014,1,3,10,43.0
03300009,033,1,2,9,4895.6
01203030142,012,1,2,14,78.18
034774895,034,1,2,13,332.0
0130010317,013,1,3,14,1046.0
02200068,022,1,3,19,459.58
011002805,011,1,2,21,12.0
011570665,011,1,2,11,1716.94
012303006,012,1,3,17,444.81
017516707,017,1,2,0,4.08
031517244,031,1,2,8,214.45
0110012207,011,1,2,13,99.0
013521644,013,1,2,15,59.0
02100366,021,1,2,0,71.04
02100162,021,1,3,4,16.1
02100328,021,1,3,10,174.0
033562838,033,1,2,17,48.93
0150010748,015,1,2,22,33.05
018521050,018,1,3,2,1.47
02100291,021,1,2,18,14.52
02200267,022,1,3,8,3826.78
013666436,013,1,2,16,39.42
0130253227,013,1,2,9,77.02
013517576,013,1,2,23,21.5
02100021,021,1,2,22,57.42
02300114,023,1,3,10,281.74
0110010102,011,1,3,5,754.63
01203030130,012,1,3,13,350.99
0130252583,013,1,3,13,156.0
03114220,031,1,2,13,609.82
0150003040,015,1,2,1,579.5
022538212,022,1,2,13,1131.05
01614600,016,1,2,16,146.98
0150019491,015,1,3,14,110.66
03110075,031,1,3,20,92.16
01203030120,012,1,2,3,195.92
02200366,022,1,2,0,196.41
034740459,034,1,3,4,400.32
016513744,016,1,3,2,843.12
023526404,023,1,3,8,167.28
031713827,031,1,2,3,322.14
0110026501,011,1,2,15,81.0
0110015366,011,1,2,12,14.0
0120008125,012,1,2,15,21.4
02300316,023,1,2,22,531.51
0120303028,012,1,3,11,88.2
02200317,022,1,2,11,306.12
02100315,021,1,2,12,63.8
0120010985,012,1,3,17,8.42
0150005472,015,1,2,11,766.66
021516728,021,1,2,3,167.41
02100060,021,1,3,21,164.82
0150019180,015,1,2,16,42.2
0123031634,012,1,2,15,19.25
013743377,013,1,3,5,133.94
0150011557,015,1,3,17,462.96
014618731,014,1,2,16,56.53
02100023,021,1,2,10,157.47
01203030100,012,1,2,16,16.99
0123031005,012,1,3,20,482.34
022514865,022,1,3,16,69.17
014521712,014,1,3,18,44.62
02100335,021,1,3,20,136.0
0110010928,011,1,2,14,337.0
015547319,015,1,3,12,1.95
0130008824,013,1,3,17,7800.31
03108082,031,1,2,13,4.02
0150019838,015,1,2,15,113.19
015694665,015,1,3,23,1148.6
0130253229,013,1,3,0,60.27
0193030456,019,1,3,12,142.29
022667054,022,1,2,22,785.77
02200383,022,1,3,10,607.29
0130252702,013,1,2,17,218.17
019671738,019,1,2,2,160.95
012515225,012,1,2,6,45.83
0130252682,013,1,3,0,477.22
011520004,011,1,2,9,104.8
0150000019,015,1,2,16,62.33
03112827,031,1,2,20,264.75
022560870,022,1,2,2,268.6
014527317,014,1,2,16,244.89
013552504,013,1,3,17,32.0
0140019626,014,1,3,5,1980.19
02100015,021,1,3,14,151.43
014565052,014,1,3,8,1071.0
01203030141,012,1,2,9,130.89
011526403,011,1,3,18,14.61
012562894,012,1,3,10,249.44
0110003625,011,1,3,6,27.13
0120008823,012,1,3,11,852.15
012586149,012,1,3,8,205.35
0120303034,012,1,2,0,111.87
021513837,021,1,3,20,7.51
01203030138,012,1,3,8,34.08
01903030102,019,1,3,10,1702.93
0130014862,013,1,3,7,64.95
018561358,018,1,3,9,73.39
02100339,021,1,2,12,4.0
02100294,021,1,3,15,849.18
012549185,012,1,2,10,11.35
015650958,015,1,3,1,133.14
02200324,022,1,2,12,63.11
013552502,013,1,3,8,64.0
02100232,021,1,2,15,3549.95
014618676,014,1,2,10,419.9
0120303075,012,1,2,14,29.65
022516674,022,1,2,23,302.0
0120008909,012,1,2,0,346.74
02100078,021,1,3,7,105.0
0150019823,015,1,2,6,27.0
016666995,016,1,2,8,68.45
02100288,021,1,2,12,188.32
014571124,014,1,3,10,47.5
012517001,012,1,2,12,19.43
0120303071,012,1,2,15,220.58
01203030115,012,1,3,13,37.77
012516811,012,1,2,12,73.54
015518304,015,1,3,1,215.03
022516678,022,1,3,0,8.65
013522130,013,1,3,10,666.04
0110016609,011,1,2,8,8.0
012526424,012,1,3,6,124.53
023536112,023,1,2,7,207.85
022667056,022,1,3,16,24.08
02300327,023,1,3,23,349.84
022552724,022,1,2,0,31.41
0120303072,012,1,3,19,137.39
022516939,022,1,3,13,3562.29
022514464,022,1,3,14,51.84
02200076,022,1,3,22,5.44
02300321,023,1,2,20,330.98
03123178,031,1,3,3,34.99
02200301,022,1,3,7,313.5
02100266,021,1,2,12,58.21
023713824,023,1,3,0,74.64
0150019832,015,1,2,13,46.48
0140019639,014,1,2,21,220.0
03103145,031,1,3,22,33.98
0120015177,012,1,2,8,361.36
013570484,013,1,2,3,23.06
0140017815,014,1,2,16,575.0
011575531,011,1,3,5,2.48
014548473,014,1,3,16,38.78
018570729,018,1,3,13,10102.49207
0110003630,011,1,2,21,2247.0
02200332,022,1,3,2,134.21
0110011396,011,1,3,22,198.0
0130253242,013,1,3,8,429.37
022516760,022,1,3,23,204.0
023737073,023,1,3,20,76.92
022517273,022,1,2,21,63.15
022561216,022,1,2,2,223.6
0120010965,012,1,3,23,2154.44
021717574,021,1,2,5,35.27
03123140,031,1,2,0,5172.38
0140019636,014,1,3,8,1151.1
0110025451,011,1,3,9,118.91
02200007,022,1,2,4,302.62
0120016414,012,1,3,19,432.59
02200343,022,1,3,14,1.44
03104158,031,1,2,10,32.63
023522275,023,1,3,4,65.38
0150020214,015,1,2,23,31.69
0140019632,014,1,2,21,842.0
0140019667,014,1,3,2,20.0
03300008,033,1,3,13,1468.281
023774389,023,1,2,12,54.07
02300325,023,1,3,9,61.68
021516673,021,1,2,17,14.44
0110010968,011,1,3,23,3495.0
011586124,011,1,3,18,7.91
0150000017,015,1,3,1,25.02
02200307,022,1,2,23,435.17
02200322,022,1,3,11,1648.88
013516823,013,1,2,16,220.79
018521049,018,1,3,15,61.89
014562989,014,1,2,1,2359.3
0110023719,011,1,2,14,83.19
02100365,021,1,3,23,451.0
023524105,023,1,3,10,276.76
0140019589,014,1,2,17,288.81
0140019661,014,1,2,18,18.82
0123031036,012,1,2,15,3130.37
022763243,022,1,2,11,16.85
022516687,022,1,2,16,42.43
022565301,022,1,3,5,102.64
013537120,013,1,3,1,29.0
0130012210,013,1,3,13,88.42
0130011197,013,1,3,23,292.0
0140019622,014,1,2,15,44.0
014618678,014,1,3,6,1.25
0130252711,013,1,2,5,678.34
02100273,021,1,3,15,23.16
0120303042,012,1,2,22,44.4
0150016951,015,1,2,22,107.09
0130024938,013,1,2,11,123.0
02200222,022,1,3,18,123.68
0110026201,011,1,3,7,281.0
0110015396,011,1,2,0,306.0
012514615,012,1,2,1,25.09
0150019847,015,1,3,4,55.0
023524105,023,1,2,9,62.77
03103310,031,1,2,8,194.6
0110025411,011,1,2,10,1528.27
022561216,022,1,3,12,213.14
012525401,012,1,3,6,75.46
0150019852,015,1,3,17,44.38
014565052,014,1,2,1,245.0
0140019645,014,1,3,19,777.29
02300218,023,1,2,22,874.94
0110016609,011,1,3,18,16.0
012514228,012,1,3,9,27.26
0123031400,012,1,2,18,43.2
015516807,015,1,2,20,24.9
012518326,012,1,3,1,20.36
012516375,012,1,3,16,59.94
0130252348,013,1,3,0,607.0
02300255,023,1,3,23,74.61
02300337,023,1,2,19,45.2
02300255,023,1,3,0,72.97
02100141,021,1,3,17,4.0
015518304,015,1,2,0,255.82
0150000019,015,1,3,20,64.05
023523055,023,1,3,13,640.58
02100294,021,1,3,1,1353.07
02100071,021,1,3,15,19.44
0150020204,015,1,2,11,40.0
0120303055,012,1,3,4,146.14
022710306,022,1,3,23,191.1
01203030141,012,1,3,13,112.74
0150019904,015,1,2,20,179.66
015517228,015,1,3,9,5.03
019547974,019,1,3,10,175.34
012517219,012,1,2,4,43.88
012712694,012,1,3,6,174.44
02200065,022,1,2,21,197.96
0190303094,019,1,3,7,46.62
021514226,021,1,2,15,51.0
011514324,011,1,2,18,48.13
0110025788,011,1,2,9,3.0
0120015177,012,1,3,9,434.97
022738534,022,1,2,18,260.13
012618726,012,1,3,8,86.66
0150012186,015,1,3,21,18.0
01703357,017,1,3,13,26.19
019586160,019,1,2,15,128.65
0110024790,011,1,3,22,50.0
013552376,013,1,2,7,104.0
014517246,014,1,2,19,91.4
012526288,012,1,3,11,77.9
0150010734,015,1,2,13,249.0
0120016413,012,1,2,14,168.82
02100069,021,1,3,19,369.3
012560693,012,1,3,8,68.32
021516670,021,1,3,2,60.37
02100317,021,1,3,16,22.99
0150019642,015,1,3,7,116.0
012526633,012,1,3,10,547.49
0120303032,012,1,3,12,94.27
0120303037,012,1,3,16,370.6
018527042,018,1,2,18,234.52
02100324,021,1,2,2,92.24
021559372,021,1,2,6,104.6
02100373,021,1,3,20,202.0
012519821,012,1,2,16,87.95
018526883,018,1,2,18,9.79
03120076,031,1,2,21,6.17
0110009381,011,1,2,15,6.0
0110025875,011,1,2,10,12.69
0150019835,015,1,2,7,0.46
0120010614,012,1,3,4,52.57
012667957,012,1,3,4,14.9
0150019858,015,1,3,16,74.7
02100066,021,1,2,15,628.96
0110025419,011,1,2,18,1342.1
02200234,022,1,3,5,23.27
02300244,023,1,3,8,425.48
0140019631,014,1,2,21,95.0
014523236,014,1,3,15,187.0
0150011557,015,1,2,16,472.38
02100033,021,1,2,6,618.21
0120012205,012,1,2,18,422.63
018570729,018,1,2,9,10027.14782
021717574,021,1,3,9,48.93
02200222,022,1,2,14,77.47
0110011331,011,1,3,13,1026.11
0150014042,015,1,3,0,762.14
016579287,016,1,3,15,35.8
02300324,023,1,3,9,236.96
0140019663,014,1,2,12,69.01
0110011855,011,1,3,8,6.0
013522054,013,1,3,19,8.41
0130016425,013,1,3,23,447.0
0110015396,011,1,3,4,251.0
015517229,015,1,3,15,71.1
022565301,022,1,2,1,86.43
013570484,013,1,3,13,15.27
03300028,033,1,2,3,711.2
0130019375,013,1,2,16,147.0
017514232,017,1,2,14,12.46
0140014751,014,1,2,10,2035.19
0150000017,015,1,2,20,32.53
034740458,034,1,3,19,390.58
0130252690,013,1,2,17,170.31
022552724,022,1,3,4,36.18
02200307,022,1,3,4,417.99
013522130,013,1,2,6,168.28
02100152,021,1,2,23,9.98
014517187,014,1,2,2,493.09
0150020609,015,1,2,6,251.0
0120025809,012,1,3,11,139.98
01203030108,012,1,3,2,164.99
02200277,022,1,3,6,281.25
0150003302,015,1,2,14,604.0
0110025420,011,1,2,1,210.7
02100151,021,1,2,3,80.64
0150000012,015,1,2,20,153.0
023516505,023,1,2,18,104.81
02100295,021,1,2,23,230.34
014565052,014,1,2,4,249.0
0140019674,014,1,3,3,210.46
0110025437,011,1,2,21,117.9
015694665,015,1,3,9,1161.36
02200367,022,1,3,12,140.7
021522143,021,1,3,18,37.5
023526404,023,1,3,17,145.98
014557590,014,1,3,15,717.69
02200389,022,1,2,3,39.38
0120016600,012,1,2,7,14.02
02200001,022,1,2,23,493.03
0110025293,011,1,2,6,2505.73
0110007832,011,1,3,6,153.24
02200349,022,1,2,11,55.63
019763467,019,1,2,19,190.41
02300316,023,1,2,13,450.91
014618676,014,1,2,13,526.94
0110015138,011,1,2,9,57.0
0150010729,015,1,2,23,158.12
0150019838,015,1,3,8,31.29
0150019180,015,1,3,12,112.5
022514464,022,1,3,11,49.08
0150016951,015,1,3,23,123.99
03113412,031,1,2,13,388.54
02300094,023,1,3,0,10.13
03110075,031,1,3,9,92.54
013526290,013,1,3,1,61.16
017516707,017,1,3,16,2.28
03300023,033,1,3,0,129.67
015710341,015,1,3,1,543.0
0150020214,015,1,3,4,32.69
0150002883,015,1,2,22,281.0
0140019588,014,1,2,12,34.0
012517190,012,1,3,23,71.36
0130252711,013,1,2,19,969.76
0150020021,015,1,2,7,537.48
03300016,033,1,3,4,3483.289
03300016,033,1,3,10,3567.621
013517239,013,1,3,19,52.0
031667108,031,1,3,8,283.43
0110025839,011,1,2,12,71.81
015516712,015,1,3,8,367.03
0110003602,011,1,2,4,431.0
0150020215,015,1,3,10,380.31
011521590,011,1,3,8,24.8
0110003632,011,1,2,4,95.88
0120009827,012,1,2,8,30.95
022517572,022,1,2,10,44.17
0150002015,015,1,2,10,21.83
022521617,022,1,3,9,74.34
022516939,022,1,3,10,3441.83
0120303089,012,1,3,18,49.62
013586167,013,1,2,8,124.48
0190303027,019,1,2,22,3866.22
03300031,033,1,2,13,143.14
0150019635,015,1,2,15,432.2
0120010315,012,1,3,17,2521.23
022565880,022,1,3,6,533.1
0120014644,012,1,3,17,252.78
0120303077,012,1,2,16,141.6
02200355,022,1,2,23,1264.62
0130011852,013,1,3,13,411.0
03113411,031,1,2,20,0.46
02100086,021,1,3,23,703.18
0150006232,015,1,2,21,548.79
0130010044,013,1,3,6,369.0
03112048,031,1,3,11,37.21
02300168,023,1,3,23,1.35
0110026219,011,1,3,15,5.0
0110011270,011,1,2,12,45.0
0150020592,015,1,2,2,178.7
0120303045,012,1,3,17,55.37
02100334,021,1,2,4,19.79
033559028,033,1,2,12,168.64
0140019660,014,1,3,16,1374.09
012513666,012,1,2,7,116.8
022521621,022,1,2,10,26.88
0130253242,013,1,3,11,413.84
0110010928,011,1,3,4,391.0
014560508,014,1,2,10,466.24
012515154,012,1,2,9,299.04
0123031036,012,1,3,19,3310.52
011517261,011,1,3,8,13.1
011560933,011,1,2,7,3.69
0110009920,011,1,3,16,108.0
0130253247,013,1,3,16,145.0
02100266,021,1,3,2,64.94
02100313,021,1,2,16,1505.15
012514615,012,1,2,4,24.23
0120007248,012,1,3,2,464.01
02200125,022,1,2,1,991.13
022516687,022,1,2,2,40.89
0130011476,013,1,3,7,786.0
02100293,021,1,2,11,114.69
03107243,031,1,3,20,101.43
012514616,012,1,2,8,417.36
0123031407,012,1,3,17,32.49
022667050,022,1,3,6,44.29
0130253227,013,1,2,21,89.25
0110025319,011,1,3,15,124.25
01203030120,012,1,2,12,182.02
0120025925,012,1,3,5,454.87
013547504,013,1,3,13,21.45
0130011833,013,1,3,13,222.73
0130011475,013,1,3,13,471.42
0140019637,014,1,2,13,262.48
02300345,023,1,2,8,83.2
02100023,021,1,2,22,431.7
0110018612,011,1,3,18,287.0
0190303093,019,1,2,17,552.65
0140019667,014,1,2,21,26.0
021522144,021,1,3,8,68.95
014561044,014,1,2,12,86.52
011560444,011,1,2,9,30.75
011562844,011,1,2,12,131.0
0130024952,013,1,2,8,158.0
0130013352,013,1,3,20,2690.34
022516763,022,1,2,14,116.69
014529533,014,1,2,21,32.92
011521671,011,1,2,20,4.42
022519143,022,1,3,6,41.3
02100289,021,1,2,7,36.32
02300333,023,1,3,5,184.36
0110025867,011,1,3,12,111.41
0150020601,015,1,3,14,45.04
0130252697,013,1,2,17,365.82
0130014661,013,1,3,18,1743.0
0110025830,011,1,2,20,870.07
0130252713,013,1,3,7,55.42
02100275,021,1,2,13,89.52
013526291,013,1,3,16,107.0
03104158,031,1,3,20,29.13
011552297,011,1,2,10,240.24
012514615,012,1,3,11,73.78
0130252718,013,1,3,8,60.72
023526404,023,1,2,13,163.43
023519071,023,1,2,15,31.67
014523235,014,1,2,13,617.12
03103145,031,1,3,2,49.78
0120303057,012,1,3,18,0.39
02100303,021,1,3,15,142.95
0120010315,012,1,2,10,1168.0
0130024938,013,1,2,14,131.0
0130252346,013,1,2,4,29.0
0150004862,015,1,2,0,244.42
01203030132,012,1,3,11,104.39
0130011833,013,1,2,12,52.12
014612997,014,1,2,9,45.89
0123031036,012,1,3,2,3381.32
023774389,023,1,3,22,70.65
0120008050,012,1,2,9,22.37
0110011270,011,1,3,16,39.0
015517268,015,1,3,22,33.42
0140014749,014,1,2,2,296.0
015530709,015,1,2,18,61.7
0150004862,015,1,2,23,929.28
0140019612,014,1,2,11,612.45
011002808,011,1,3,12,948.79
012513667,012,1,3,11,28.25
0150020590,015,1,2,20,29.22
0110003609,011,1,2,7,175.0
012546615,012,1,3,8,17.34
