IDREFPELANGGAN,ID_UNIT_USAHA,FSTREAMID,FDAYOFWEEK,FHOUR,AVG_FDVC
02200301,022,1,2,15,282.0
019671738,019,1,2,16,155.97
0110011964,011,1,2,11,64.0
03123178,031,1,2,11,31.61
021522144,021,1,3,10,52.18
0150014042,015,1,2,17,778.9
0120003614,012,1,3,10,2697.53
015589490,015,1,2,21,2.61
0130252353,013,1,3,9,10.0
0130011318,013,1,2,6,319.0
01203030109,012,1,2,3,28.02
02200310,022,1,3,8,98.67
02100285,021,1,3,17,45.57
014562989,014,1,3,7,2610.51
0110025437,011,1,2,22,93.26
02200319,022,1,2,14,1283.34
02200109,022,1,3,2,686.61
033557589,033,1,3,19,98.24
016579287,016,1,2,20,17.58
013522083,013,1,3,20,85.46
014517181,014,1,2,3,34.74
01203030103,012,1,2,8,254.46
02200049,022,1,2,11,6637.19
012535643,012,1,3,2,24.27
015516350,015,1,2,11,21.0
021667123,021,1,2,20,5496.99
0120016839,012,1,2,3,946.74
0120025926,012,1,3,13,1.44
01613153,016,1,2,18,0.42
02300316,023,1,2,8,513.98
013519824,013,1,2,21,69.71
02100015,021,1,2,22,131.1
021513671,021,1,3,11,133.0
0120014644,012,1,3,6,214.65
0120303080,012,1,3,18,125.3
0190303093,019,1,2,12,971.23
0140019646,014,1,3,18,229.41
02200356,022,1,2,15,965.54
02300112,023,1,3,18,3137.14
0120025935,012,1,2,17,12.75
02300339,023,1,2,7,81.23
02200368,022,1,2,12,17.02
021526821,021,1,2,13,18.2
0110010128,011,1,3,16,37.0
033531255,033,1,3,0,168.48
0150020592,015,1,2,17,391.19
01203030584,012,1,2,17,308.56
02200277,022,1,3,11,479.33
018527053,018,1,3,15,0.82
0130252703,013,1,3,21,82.47
022514868,022,1,2,15,210.32
033531255,033,1,3,23,165.23
0123031634,012,1,3,20,206.63
02300113,023,1,2,3,29.42
023695274,023,1,2,10,6.6
02100078,021,1,2,18,26.0
0110026803,011,1,3,19,386.98
0150020605,015,1,3,1,28.28
0150005472,015,1,2,2,712.37
02200312,022,1,2,12,427.76
02200305,022,1,3,17,1133.42
0140014666,014,1,3,20,3261.27
0110025293,011,1,2,7,2457.55
013519824,013,1,3,8,130.18
018570729,018,1,2,4,7423.64389
0110025787,011,1,3,11,29.0
011575529,011,1,2,11,44.88
03300009,033,1,3,2,4733.22
022560510,022,1,2,15,55.52
0130252592,013,1,2,12,145.0
014612761,014,1,2,17,253.62
021559372,021,1,2,17,290.34
0140019589,014,1,3,3,279.64
02100343,021,1,2,7,162.7
0120012205,012,1,2,13,407.93
012514617,012,1,3,7,34.64
0150000006,015,1,3,4,184.35
0130009450,013,1,2,2,742.0
03103310,031,1,2,10,187.34
023526404,023,1,3,2,176.7
02100031,021,1,3,6,142.07
02100037,021,1,2,8,128.6
0123031383,012,1,2,22,74.09
012514616,012,1,2,23,327.87
022667047,022,1,3,2,1531.63
02200264,022,1,3,6,5.3
0190303096,019,1,3,15,35.83
02200252,022,1,3,13,26.44
0120016600,012,1,2,22,8.59
023519071,023,1,3,7,21.93
022516675,022,1,2,5,79.26
0150020609,015,1,2,11,271.0
0130015685,013,1,3,11,458.56
0130252582,013,1,3,11,255.0
0130010044,013,1,2,20,352.0
014562989,014,1,2,23,2604.03
014517575,014,1,3,23,77.11
012514873,012,1,2,7,145.9
0110003602,011,1,3,20,832.0
015531047,015,1,3,4,157.05
022516760,022,1,2,11,196.54
0150020602,015,1,3,4,210.34
0120011054,012,1,3,14,2247.0
013516803,013,1,2,8,110.73
0120007248,012,1,3,17,419.5
018557860,018,1,2,20,54.26
014525267,014,1,3,11,154.0
0110026201,011,1,2,15,299.0
0150003302,015,1,2,9,736.0
02200001,022,1,3,2,518.64
012525401,012,1,3,4,76.33
012699832,012,1,3,8,769.73
03114120,031,1,2,8,40.66
02100009,021,1,3,11,3683.4
015707693,015,1,3,2,124.18
0150016951,015,1,3,5,110.2
01203030139,012,1,3,1,93.59
02300286,023,1,2,22,4945.4
031757736,031,1,2,1,48.43
03120383,031,1,3,16,8.41
0110003632,011,1,2,5,95.57
0110025839,011,1,2,10,25.37
0150002015,015,1,2,9,8.78
022521617,022,1,2,17,79.19
0130009871,013,1,3,0,2049.64
0130011268,013,1,2,4,54.0
02100311,021,1,2,9,321.19
03300024,033,1,3,21,111.49
01903030112,019,1,2,18,25.97
02200367,022,1,3,17,69.65
0120016599,012,1,2,20,403.42
015561088,015,1,3,12,9.16
015525266,015,1,2,12,20.4
021524255,021,1,3,3,2.59
02200100,022,1,3,17,1798.84
014562976,014,1,2,2,535.0
0110025787,011,1,3,8,24.0
0110026475,011,1,3,17,41.03
02200330,022,1,2,13,127.49
0150019494,015,1,3,19,264.86
01604654,016,1,3,18,86.0
014529433,014,1,3,19,93.08
0140015773,014,1,3,21,498.18
022536734,022,1,3,16,52.47
013668191,013,1,3,4,13.72
021514226,021,1,2,17,38.0
02300255,023,1,3,21,72.74
012515154,012,1,2,4,202.08
02200312,022,1,2,9,616.16
02200333,022,1,3,17,210.83
02100302,021,1,3,12,4.93
0110003604,011,1,2,10,2668.78
02300114,023,1,2,14,406.73
0110007382,011,1,2,10,121.06
012761581,012,1,3,7,448.69
0150003040,015,1,3,0,585.21
02300308,023,1,2,13,375.75
02100310,021,1,2,3,60.44
02100352,021,1,2,3,195.66
012586150,012,1,2,10,20.99
0123031926,012,1,2,10,29.76
02100366,021,1,3,5,78.34
03122781,031,1,2,21,91.88
03103145,031,1,3,21,35.93
014564187,014,1,3,19,43.4
012535643,012,1,3,3,6.22
0140019620,014,1,2,3,1207.73
03110075,031,1,2,6,91.33
02200322,022,1,2,23,2299.42
012514861,012,1,3,1,96.8
0120303065,012,1,3,7,561.51
02200327,022,1,3,3,494.81
0150019631,015,1,3,12,228.11
0130014660,013,1,2,17,481.58
0130025101,013,1,3,2,193.99
02200319,022,1,3,19,1297.75
0130011475,013,1,2,10,525.76
018570729,018,1,3,14,9931.50469
02200341,022,1,3,19,36.75
033557589,033,1,2,13,78.65
0110011835,011,1,2,16,6.78
0150020601,015,1,2,11,43.07
021667617,021,1,3,0,36.1
031716698,031,1,3,1,210.485
021667617,021,1,3,23,11.9
02100275,021,1,3,13,125.74
014561044,014,1,3,15,89.28
02100028,021,1,2,20,58.96
02100312,021,1,3,11,650.49
012672977,012,1,2,10,96.38
0120025935,012,1,3,5,76.3
022517254,022,1,2,2,118.53
0150004862,015,1,3,23,516.49
0130018595,013,1,2,22,463.0
023514628,023,1,2,8,32.83
01203030140,012,1,2,18,552.78
013708656,013,1,3,7,139.0
02100053,021,1,2,15,716.2
0123031036,012,1,2,16,3278.48
02300106,023,1,2,5,39.37
02100021,021,1,3,13,60.35
011565522,011,1,3,4,50.97
0140019640,014,1,3,18,846.5
0123031407,012,1,2,14,32.28
02200353,022,1,3,22,79.74
0150004937,015,1,3,12,60.65
03113411,031,1,3,23,0.46
0130024938,013,1,2,10,152.0
02100162,021,1,2,13,25.64
0140019661,014,1,2,19,21.0
014565614,014,1,2,8,26.38
02100316,021,1,2,9,5.99
0110010458,011,1,3,13,5.0
02200072,022,1,2,3,106.0
022522265,022,1,3,19,33.78
023774389,023,1,2,11,76.06
0110025808,011,1,2,23,0.97
0130011833,013,1,3,15,22.98
0140019639,014,1,3,9,220.0
03106590,031,1,3,10,235.08
02200349,022,1,2,12,38.83
02200301,022,1,3,5,314.47
03103383,031,1,2,21,92.37
014564189,014,1,2,1,56.42
02100078,021,1,3,9,184.0
022521617,022,1,2,6,65.77
012549185,012,1,2,8,11.85
0150000014,015,1,2,10,419.11
0130010044,013,1,2,6,348.0
013528901,013,1,2,23,1802.41
0110008307,011,1,2,6,93.0
0150019851,015,1,3,10,36.0
0130252575,013,1,2,8,199.0
0130252703,013,1,3,19,74.79
023516672,023,1,3,4,107.0
02100300,021,1,3,13,147.8
0110016609,011,1,2,10,12.0
0110014530,011,1,3,18,322.21
0110025678,011,1,2,14,132.39
022521622,022,1,3,18,129.08
011520000,011,1,2,7,81.85
022516763,022,1,2,12,40.93
0130252346,013,1,3,7,1174.0
012513666,012,1,2,5,22.92
0150020214,015,1,3,11,1.36
0130252698,013,1,3,14,122.0
014618676,014,1,2,12,216.68
0150019630,015,1,2,5,126.0
02200312,022,1,3,3,777.71
0150000007,015,1,2,11,121.0
02200343,022,1,3,12,24.24
0120303092,012,1,2,7,131.22
0150019180,015,1,3,13,120.18
022514464,022,1,3,12,28.03
022516674,022,1,3,14,297.0
02100367,021,1,2,16,5.85
0110026807,011,1,3,10,258.73
013526291,013,1,2,13,190.0
0150004184,015,1,2,11,330.62
0130252681,013,1,2,1,512.0
02200366,022,1,3,14,95.62
02100329,021,1,3,15,26.34
011517209,011,1,3,8,62.74
012514864,012,1,2,7,40.28
0120008150,012,1,2,20,259.69
022517572,022,1,3,13,53.65
031667108,031,1,3,1,260.36
0110009874,011,1,2,21,297.0
02300168,023,1,2,20,1.33
0193030456,019,1,2,15,57.96
014548469,014,1,3,3,94.12
03300004,033,1,2,3,7336.04
022514863,022,1,2,8,43.15
02200386,022,1,2,12,116.36
0150019832,015,1,2,11,42.85
0150004034,015,1,2,11,46.26
01614598,016,1,3,11,152.44
02200335,022,1,3,15,121.97
0123031927,012,1,3,3,1271.57
012516813,012,1,2,7,47.32
0120303092,012,1,2,13,93.46
0120016600,012,1,2,14,24.62
021570691,021,1,3,21,7.94
012514219,012,1,2,21,170.16
015530708,015,1,2,4,3.63
016570445,016,1,2,18,12.65
022667047,022,1,2,18,196.43
0130009871,013,1,2,16,2031.23
02100086,021,1,3,18,800.75
014713822,014,1,3,19,301.14
02100315,021,1,2,21,75.45
03300026,033,1,3,13,514.93
034740460,034,1,3,11,5990.25
016570735,016,1,2,9,35.51
0110025152,011,1,2,3,29.0
0150002663,015,1,2,8,532.0
012546616,012,1,2,14,24.97
021524255,021,1,3,23,0.6
0120303071,012,1,2,13,180.64
0150011954,015,1,3,0,97.0
0120303056,012,1,2,10,33.99
02100335,021,1,3,14,156.0
012552880,012,1,3,1,49.49
0190303096,019,1,3,1,37.09
022519144,022,1,3,14,175.68
022738534,022,1,3,14,510.05
02100195,021,1,2,8,4.64
012526633,012,1,2,18,464.83
034740459,034,1,3,18,380.91
0150003040,015,1,3,20,569.61
019564357,019,1,3,20,445.06
023536115,023,1,3,20,56.79
012586152,012,1,2,2,54.49
012517190,012,1,3,18,44.73
0150020021,015,1,2,12,429.19
022667057,022,1,2,17,14.69
0110014665,011,1,2,17,42.0
0150020609,015,1,2,5,286.0
0150019496,015,1,2,13,110.32
0130015685,013,1,3,17,320.57
012761581,012,1,2,22,471.52
02200289,022,1,2,11,6.03
022560692,022,1,3,3,855.76
012618723,012,1,3,23,1.82
033675713,033,1,3,14,3583.49
013522130,013,1,2,10,633.31
0110026707,011,1,3,11,267.0
0120303037,012,1,2,2,45.75
02200313,022,1,2,13,84.31
022516678,022,1,3,4,13.73
014520306,014,1,2,13,126.09
0150020592,015,1,2,3,289.17
0110011964,011,1,2,14,67.0
0110014665,011,1,3,13,100.0
0120010127,012,1,2,3,148.38
0110009874,011,1,2,1,22.0
0130252687,013,1,2,14,245.63
018527042,018,1,2,22,389.37
014612761,014,1,2,23,239.96
0120010965,012,1,3,21,1855.33
023522210,023,1,2,7,7.43
015707693,015,1,3,23,124.18
02200319,022,1,3,16,1278.37
014559512,014,1,2,9,59.72
03300003,033,1,2,16,537.39
011548270,011,1,3,12,18.0
0110025866,011,1,2,8,134.0
0120014657,012,1,3,10,515.56
01203030140,012,1,3,2,354.29
022710307,022,1,3,10,48.07
0150019837,015,1,2,11,42.05
015535407,015,1,3,23,11.19
02100038,021,1,2,1,2162.46
0130010044,013,1,3,7,374.0
02300293,023,1,3,3,6.74
0110026219,011,1,3,16,5.0
015517228,015,1,3,5,5.08
015560509,015,1,3,10,29.94
0110025436,011,1,3,8,61.99
02200177,022,1,3,18,884.82
023524105,023,1,3,12,286.53
0130009871,013,1,3,6,2102.63
02300255,023,1,3,4,73.47
02100071,021,1,3,11,157.91
0150020600,015,1,3,19,254.3
02300322,023,1,3,5,3237.45
01203030141,012,1,2,7,97.46
03115838,031,1,3,6,14.79
0150006424,015,1,3,1,377.45
0120303032,012,1,3,8,80.72
0150016566,015,1,2,3,67.52
02100141,021,1,3,21,1.0
0120303034,012,1,3,6,459.45
0150000007,015,1,3,12,115.0
02100324,021,1,2,6,89.93
014529433,014,1,3,2,130.03
0110025164,011,1,2,12,35.18
015549101,015,1,2,5,211.22
011514324,011,1,2,22,51.69
0120018542,012,1,3,19,85.46
02200049,022,1,3,4,6540.43
033531255,033,1,3,6,158.78
013552376,013,1,2,3,188.0
013547504,013,1,3,14,25.53
03300016,033,1,2,16,3418.046
014562976,014,1,3,10,212.0
014529533,014,1,2,22,30.23
012515227,012,1,3,16,131.89
0130252350,013,1,2,6,410.0
0140019645,014,1,2,19,873.62
02100172,021,1,2,8,0.32
02100041,021,1,2,11,146.0
02100301,021,1,3,5,489.85
012525263,012,1,3,7,39.4
022586138,022,1,3,9,18.15
02200338,022,1,3,13,41.44
014521683,014,1,2,4,212.83
0193030585,019,1,2,0,265.85
02200241,022,1,2,21,128.08
015516350,015,1,3,7,34.0
0110025830,011,1,2,19,1559.51
0110026807,011,1,2,23,307.87
0140019648,014,1,2,2,358.02
0140019628,014,1,2,20,1488.12
02200264,022,1,3,15,31.07
0140019623,014,1,2,3,9.0
0140019656,014,1,3,13,71.0
02100033,021,1,2,10,828.73
022517241,022,1,2,13,29.47
02200387,022,1,3,15,100.1
02200297,022,1,2,21,484.65
0130008824,013,1,3,10,8012.26
014536208,014,1,2,10,55.3
0140015773,014,1,3,1,447.52
014618678,014,1,3,5,1.25
0120007840,012,1,2,2,57.57
012699832,012,1,2,16,752.57
02200296,022,1,2,15,174.07
0120025886,012,1,2,18,538.73
014683991,014,1,2,19,73.63
0140019636,014,1,3,15,1117.11
02100050,021,1,2,10,210.93
0120014800,012,1,2,8,112.08
0120003613,012,1,2,10,8750.96
021667118,021,1,2,12,856.01
02100325,021,1,3,5,15.23
0123031038,012,1,3,9,22.52
02100343,021,1,2,5,55.7
013526292,013,1,3,17,336.74
0110007249,011,1,3,16,294.0
0120010614,012,1,3,5,49.86
0130018556,013,1,2,15,170.0
012562894,012,1,3,8,253.3
018521052,018,1,3,0,35.51
0120303054,012,1,3,5,59.04
012667957,012,1,3,3,14.93
02200003,022,1,3,21,827.77
018570729,018,1,2,10,10202.66625
0110009784,011,1,3,5,2.28
0130011854,013,1,2,1,214.63
02200279,022,1,3,11,51.36
015518304,015,1,3,3,244.92
015694665,015,1,2,9,1067.79
013518517,013,1,3,4,25.26
031586144,031,1,2,22,323.32
0120013221,012,1,3,9,674.86
0150019847,015,1,3,8,51.0
011586122,011,1,2,9,203.92
0150005472,015,1,2,4,785.73
022514868,022,1,2,13,208.22
0140019626,014,1,3,7,1992.26
0120006867,012,1,2,11,454.41
03300003,033,1,3,0,350.22
02200307,022,1,3,5,460.81
0150000012,015,1,2,21,155.0
013570484,013,1,3,14,11.19
021516728,021,1,3,14,126.63
01203030115,012,1,3,15,7.73
0150019852,015,1,3,21,26.67
013535306,013,1,3,10,135.0
02100037,021,1,3,11,81.31
0110025420,011,1,2,2,244.05
012516374,012,1,2,12,156.75
012525263,012,1,2,3,51.81
012525401,012,1,3,2,33.99
0150003331,015,1,3,9,371.66
0130253230,013,1,2,7,280.0
0150002663,015,1,2,0,472.0
016705622,016,1,2,8,171.73
0140019588,014,1,3,20,21.0
012514873,012,1,2,9,161.52
0150012186,015,1,3,2,18.0
015528054,015,1,2,15,295.38
0140019674,014,1,3,4,210.54
0150020595,015,1,2,4,403.87
0110003601,011,1,2,17,6.0
0110010733,011,1,2,7,1.0
012516811,012,1,3,9,55.14
03300009,033,1,3,17,5179.4
0110011031,011,1,3,8,71.0
0120025896,012,1,2,17,91.02
0120018542,012,1,3,11,284.57
012514873,012,1,3,2,188.53
012618726,012,1,3,4,39.96
016618688,016,1,2,22,87.05
03112827,031,1,2,10,166.99
0130014660,013,1,3,9,493.01
03119653,031,1,2,11,6.58
033575470,033,1,3,5,43.75
0130252348,013,1,3,4,730.0
014586158,014,1,3,4,166.36
02100340,021,1,2,16,2506.81
021514226,021,1,2,19,52.0
01203030139,012,1,2,12,64.79
011560445,011,1,3,9,1.92
012516378,012,1,3,9,82.32
022552724,022,1,3,0,36.15
021667577,021,1,3,2,221.39
0110014658,011,1,3,15,58.0
0130015184,013,1,3,17,751.0
0140019625,014,1,2,8,66.63
012513668,012,1,2,12,65.91
02200333,022,1,2,1,209.4
0130025101,013,1,2,10,162.42
014618678,014,1,2,9,41.91
012699832,012,1,2,19,757.48
02300280,023,1,2,23,989.98
011586122,011,1,2,18,437.5
0110026807,011,1,2,15,259.8
014536208,014,1,2,7,48.23
023774390,023,1,3,4,82.41
0120303060,012,1,2,11,261.1
022561216,022,1,2,12,208.44
0110011855,011,1,3,12,16.0
03300010,033,1,2,3,1372.09
0110026812,011,1,2,4,412.69
0110024667,011,1,3,4,340.0
015518304,015,1,2,4,252.99
033675713,033,1,3,6,69.96
02200008,022,1,2,18,99.73
02100256,021,1,3,7,401.0
011002808,011,1,2,15,1131.07
0120016413,012,1,2,10,176.75
0120010985,012,1,2,20,0.51
0123031056,012,1,3,15,55.56
012514228,012,1,3,13,63.62
02100022,021,1,3,1,54.05
0110025866,011,1,2,16,126.0
018526883,018,1,2,22,5.07
03115820,031,1,2,2,118.18
0110025768,011,1,3,20,13.0
015694665,015,1,3,5,1143.18
0120025886,012,1,3,14,536.12
0120010965,012,1,3,13,1039.89
015516807,015,1,3,5,27.25
012559098,012,1,2,12,19.82
01203030109,012,1,2,0,22.22
0130252857,013,1,2,7,30.0
02200359,022,1,2,23,530.25
0140019662,014,1,3,8,60.0
0110011964,011,1,2,8,67.0
0110026802,011,1,2,9,728.66
0150005162,015,1,3,18,25.95
01604842,016,1,3,17,199.37
02300321,023,1,3,12,210.21
02100026,021,1,2,8,3.83
0110025867,011,1,2,20,113.16
014513876,014,1,2,10,552.433
02100078,021,1,2,15,26.0
02300258,023,1,2,10,2.47
0140017815,014,1,3,8,562.0
02200277,022,1,3,8,295.61
03114220,031,1,3,15,592.95
018570729,018,1,2,7,13432.78717
014561327,014,1,3,13,47.9
0110009381,011,1,2,17,9.0
011002808,011,1,2,20,1098.55
0150019835,015,1,2,9,24.83
015532620,015,1,3,11,4.88
014586158,014,1,2,22,181.59
022516677,022,1,3,11,148.41
0130252697,013,1,2,12,353.69
021667123,021,1,2,0,6612.81
0110025164,011,1,3,17,6.54
012525136,012,1,2,16,58.03
0150019640,015,1,3,19,48.0
014612761,014,1,2,14,234.67
0120016839,012,1,2,6,882.54
0140014666,014,1,3,17,3238.27
0110025816,011,1,3,21,45.0
019547974,019,1,3,5,141.81
0150000008,015,1,3,13,588.55
022565302,022,1,3,22,35.31
022560870,022,1,3,14,364.82
015575567,015,1,3,15,110.96
02100015,021,1,2,2,77.17
0110003602,011,1,3,23,822.0
0120016424,012,1,3,19,3735.88
0150020609,015,1,2,8,268.0
03300022,033,1,3,18,42.36
02200234,022,1,3,23,14.45
023522210,023,1,2,21,1.08
0140019674,014,1,3,1,213.62
02100009,021,1,3,14,3844.32
022516939,022,1,2,1,3595.04
0150020610,015,1,3,10,39.11
011570665,011,1,3,7,1066.4
0110012207,011,1,2,10,95.0
012514616,012,1,2,20,440.71
02200331,022,1,3,14,166.0
013537119,013,1,3,19,26.64
0110025436,011,1,2,18,117.92
0150000006,015,1,3,1,124.61
02100122,021,1,3,17,1087.26
0110014665,011,1,2,20,45.0
02200001,022,1,3,5,401.32
0150020596,015,1,3,22,40.7
013514365,013,1,3,4,903.54
0120016600,012,1,2,19,9.52
012518326,012,1,2,19,26.45
02100080,021,1,3,22,193.22
018557860,018,1,2,23,43.34
0130011476,013,1,3,22,773.0
022514011,022,1,2,3,6.96
0120303091,012,1,3,9,52.41
034740461,034,1,3,3,259.1
0130252691,013,1,3,13,50.0
03103310,031,1,2,16,196.47
011586124,011,1,2,9,9.9
012586152,012,1,2,22,80.49
02300314,023,1,3,21,322.42
02100335,021,1,3,17,144.0
02100296,021,1,2,23,33.22
0110008307,011,1,2,17,38.0
0150020021,015,1,2,15,615.27
0120025761,012,1,3,23,72.62
015579291,015,1,3,17,33.11
013552375,013,1,3,3,27.0
02300329,023,1,3,13,49.66
011700653,011,1,3,23,50.0
0110007234,011,1,2,1,31.0
0110026501,011,1,2,12,122.0
0150019491,015,1,3,8,127.69
0120025761,012,1,3,0,69.49
014548469,014,1,2,9,267.81
03105061,031,1,3,2,657.07
034740459,034,1,2,8,190.82
022514868,022,1,2,9,214.29
0150020191,015,1,2,21,29.0
02200386,022,1,3,13,91.05
023517188,023,1,2,2,84.4
015570533,015,1,3,16,632.96
02100031,021,1,3,3,162.08
02100317,021,1,3,11,54.42
0150005472,015,1,2,8,795.0
022521621,022,1,3,5,0.63
022710306,022,1,3,18,187.63
013609652,013,1,3,14,160.35
03113139,031,1,3,23,7.53
012557944,012,1,2,17,4.95
0110025451,011,1,2,23,118.77
0130014661,013,1,3,13,1706.0
03122729,031,1,3,10,207.48
01203030584,012,1,2,11,274.43
02100086,021,1,3,21,868.99
0150019835,015,1,2,15,0.44
0150020592,015,1,2,23,252.87
013753325,013,1,2,14,30.67
0123031403,012,1,2,10,66.15
02100079,021,1,3,22,86.31
011560447,011,1,2,19,2.88
0150019832,015,1,3,5,39.83
02100085,021,1,2,11,51.55
0130252718,013,1,3,7,36.61
01607115,016,1,2,4,4.0
014548473,014,1,2,7,115.86
031667109,031,1,3,14,1066.46
015549101,015,1,3,13,241.43
0130016425,013,1,2,18,511.0
0110018612,011,1,3,20,274.0
015518325,015,1,3,10,225.67
0190303050,019,1,2,22,6931.57
0190303081,019,1,2,14,36.07
0130252573,013,1,3,15,50.0
012514618,012,1,3,1,75.74
0130252583,013,1,2,18,214.0
013561721,013,1,3,8,526.64
021559372,021,1,3,9,234.66
0110024980,011,1,2,23,125.43
0130252352,013,1,2,1,3171.01
013514727,013,1,3,0,45.0
0130252576,013,1,2,17,20335.63
02300324,023,1,3,8,218.52
021577997,021,1,3,19,24.64
0123031383,012,1,3,17,125.81
0130014660,013,1,2,2,4.97
01703357,017,1,3,16,21.15
0120014800,012,1,2,16,108.2
0120008909,012,1,3,11,355.34
034774895,034,1,3,8,317.0
0130007843,013,1,2,15,312.0
01203030119,012,1,2,11,59.24
012303006,012,1,3,19,251.2
022516675,022,1,3,0,147.45
02100050,021,1,2,18,234.57
0110010213,011,1,2,8,574.0
0120006867,012,1,2,19,462.3
013522054,013,1,3,18,10.8
012519813,012,1,3,14,52.7
02100080,021,1,2,4,50.55
014618731,014,1,2,14,48.67
03113411,031,1,3,8,24.03
012586151,012,1,2,8,30.43
0120025896,012,1,3,4,140.73
014522333,014,1,3,0,84.0
0150019495,015,1,2,7,202.0
033516669,033,1,3,16,83.08
02200355,022,1,3,11,1279.24
0140019661,014,1,3,8,20.64
0120015177,012,1,2,14,485.17
0123031036,012,1,3,5,3046.4
02100088,021,1,2,9,540.14
013666436,013,1,2,14,53.03
02200389,022,1,3,13,42.29
023514459,023,1,3,20,77.88
033565959,033,1,2,16,305.88
011537853,011,1,3,18,25.61
0110007229,011,1,2,10,1191.0
0123031038,012,1,3,17,24.91
02200307,022,1,3,13,369.36
02300308,023,1,3,14,424.15
031757736,031,1,3,2,44.39
02100127,021,1,3,8,7819.31
0120303033,012,1,2,4,227.95
012517219,012,1,2,13,424.69
011531256,011,1,2,9,10.31
012516813,012,1,2,21,8.33
013535306,013,1,3,18,19.0
014517186,014,1,2,17,7201.64
013522130,013,1,3,16,459.41
021525134,021,1,3,7,48.31
022514867,022,1,2,15,29.45
02100266,021,1,3,23,72.23
034740458,034,1,2,11,369.33
02200388,022,1,2,19,89.75
0130014663,013,1,3,17,210.0
023536116,023,1,3,6,70.35
011557940,011,1,3,14,51.74
0110012207,011,1,3,11,59.0
01704277,017,1,3,11,28.53
023514459,023,1,3,11,93.9
03300010,033,1,2,11,2057.36
014564190,014,1,3,19,39.6
0110009874,011,1,3,19,565.0
0110010213,011,1,2,17,742.0
0150002883,015,1,2,14,313.0
013527739,013,1,3,9,86.0
02100346,021,1,2,6,468.0
0140019628,014,1,3,0,2530.06
012521604,012,1,2,10,111.46
01203030137,012,1,2,10,20.37
0110010102,011,1,2,7,992.49
0150019840,015,1,2,16,198.44
022522778,022,1,3,10,37.46
02300336,023,1,2,7,1.33
01614598,016,1,3,7,124.29
0130252591,013,1,3,5,9.0
02100366,021,1,2,4,69.86
02100022,021,1,3,9,49.38
0110026807,011,1,2,7,253.44
0150010729,015,1,2,15,138.05
013743377,013,1,3,3,107.87
02300094,023,1,3,8,26.28
0130252714,013,1,2,21,155.0
014521683,014,1,3,7,222.82
021526821,021,1,3,14,20.74
018524411,018,1,2,15,171.72
013666436,013,1,2,20,39.88
02100020,021,1,3,12,1088.78
0150004750,015,1,2,8,37.83
02200257,022,1,2,17,386.67
0150019838,015,1,3,16,48.12
016559803,016,1,3,11,15.62
013526289,013,1,3,5,51.0
021667118,021,1,3,12,1040.03
018524425,018,1,2,18,296.46
012514861,012,1,3,18,67.81
02100340,021,1,2,1,2870.78
0140019666,014,1,2,7,165.93
02100103,021,1,2,10,56.21
0110003602,011,1,2,19,592.0
02200358,022,1,3,10,24.82
0130252350,013,1,2,13,423.0
0130010317,013,1,2,16,1047.0
0140019635,014,1,2,5,287.0
0140019625,014,1,2,16,24.91
0150019494,015,1,2,18,239.59
0130015365,013,1,2,14,198.33
0130253246,013,1,2,11,129.0
0130011196,013,1,2,20,48.0
0140016077,014,1,3,23,55.0
0110007838,011,1,3,22,164.0
02200177,022,1,2,10,750.45
033562839,033,1,2,13,29.56
0120008126,012,1,3,11,1100.05
0190303093,019,1,2,15,1056.67
0150005397,015,1,2,1,1681.97
0123030979,012,1,2,19,163.05
0110025419,011,1,2,13,1339.16
012513668,012,1,3,14,71.06
021667105,021,1,3,8,746.37
022516763,022,1,2,23,324.25
013552504,013,1,2,5,8.0
03114049,031,1,3,4,3.35
0110023719,011,1,3,23,2.1
023515035,023,1,3,0,256.9
02100037,021,1,2,2,145.39
0140019627,014,1,3,20,9.0
011514324,011,1,2,13,48.78
0190303096,019,1,3,21,8.83
031522250,031,1,2,4,2.12
022538212,022,1,2,7,1260.26
02200107,022,1,3,11,581.9
012552880,012,1,3,21,38.63
0130015607,013,1,2,19,82.75
022514867,022,1,3,16,8.71
0130018556,013,1,2,11,198.0
02200125,022,1,3,23,860.67
0130025193,013,1,3,9,443.0
014517187,014,1,2,23,460.44
021522143,021,1,3,17,47.96
011694438,011,1,3,7,117.8
011531256,011,1,3,10,6.62
0110026724,011,1,3,17,91.0
0150019822,015,1,3,8,23.09
015516807,015,1,2,15,30.0
02100038,021,1,3,9,1287.63
02300220,023,1,3,18,22.69
0110025411,011,1,2,2,1577.37
0110008307,011,1,3,7,125.0
0110007832,011,1,3,11,318.34
03300002,033,1,3,2,6890.719
034774895,034,1,2,7,346.0
0130253707,013,1,2,13,1743.0
03113139,031,1,3,0,8.69
012559323,012,1,2,14,230.44
015589489,015,1,3,2,125.38
0140019636,014,1,2,22,1153.66
03119621,031,1,3,0,358.22
012514873,012,1,2,13,165.54
011528055,011,1,2,5,12.29
01203030109,012,1,2,23,25.28
0120303089,012,1,3,16,44.52
02100196,021,1,3,3,424.18
0110014530,011,1,3,6,315.7
03103267,031,1,3,13,65.07
0110025420,011,1,2,6,124.41
0123030979,012,1,3,9,89.33
02200368,022,1,2,18,113.66
015516853,015,1,3,13,18.23
0130253230,013,1,2,11,223.0
0140019631,014,1,2,16,136.0
015557554,015,1,2,10,55.05
0130252702,013,1,3,10,239.35
